AreaM2,Type,Location,DurationDays,MaterialQuantity,LaborHours
698.848,Remodelacion,Rural,461,761.007,171.246
3449.047,Industrial,Barranquilla,404,6739.05,840.405
2227.594,Remodelacion,Bogota,372,2652.943,553.163
584.198,Comercial,Medellin,383,938.497,141.816
2724.624,Industrial,Barranquilla,281,4427.142,632.083
898.865,Remodelacion,Barranquilla,53,783.408,165.976
2281.623,Residencial,Medellin,422,3314.948,484.977
3727.502,Remodelacion,Barranquilla,217,3729.835,851.787
2723.226,Remodelacion,Medellin,316,2886.279,658.22
3201.181,Comercial,Rural,199,4190.466,555.881
236.156,Comercial,Cali,314,383.014,48.236
1376.531,Comercial,Cali,99,1824.21,254.077
3228.394,Comercial,Barranquilla,20,4414.088,548.624
3923.444,Residencial,Bogota,34,4911.019,729.171
3164.563,Industrial,Barranquilla,196,4965.53,826.865
608.505,Residencial,Barranquilla,86,693.089,104.171
3475.944,Comercial,Medellin,251,5171.245,697.671
503.987,Industrial,Cali,74,814.439,124.076
2218.931,Remodelacion,Cali,363,2434.208,497.818
193.736,Residencial,Cali,50,220.381,30.586
1947.776,Remodelacion,Medellin,267,1968.074,430.959
1628.94,Industrial,Cali,179,2517.67,401.454
3066.354,Comercial,Bogota,25,4783.793,623.478
3200.721,Industrial,Barranquilla,369,6083.637,840.1
1641.076,Comercial,Barranquilla,368,2474.775,388.511
109.882,Remodelacion,Cali,161,100.019,22.648
3242.402,Industrial,Cali,279,5858.66,778.653
1769.294,Residencial,Barranquilla,458,2579.691,407.457
3499.271,Residencial,Bogota,26,3946.411,620.046
1262.643,Industrial,Bogota,355,2398.595,382.434
1049.803,Industrial,Cali,309,1814.533,264.51
531.077,Comercial,Cali,30,671.761,96.909
3631.197,Residencial,Rural,276,4011.759,671.025
3247.178,Comercial,Cali,404,5774.145,688.137
2820.021,Residencial,Cali,139,3481.142,495.066
100.018,Residencial,Cali,410,130.337,19.315
2487.717,Remodelacion,Rural,174,2377.353,511.357
1929.598,Remodelacion,Rural,374,1850.426,397.606
938.609,Remodelacion,Cali,245,1040.449,226.403
877.58,Comercial,Barranquilla,241,1401.337,176.78
3191.53,Remodelacion,Cali,91,2767.208,630.369
3547.438,Residencial,Rural,424,4699.864,690.836
3024.057,Comercial,Barranquilla,429,4922.156,630.32
1035.906,Remodelacion,Rural,250,912.18,209.683
3588.483,Industrial,Bogota,372,7472.885,1151.285
1281.432,Residencial,Rural,274,1464.739,251.989
302.169,Comercial,Rural,341,473.715,56.35
449.865,Comercial,Rural,428,723.937,95.222
271.2,Comercial,Bogota,353,467.027,74.408
1727.637,Comercial,Rural,116,2136.355,312.164
3865.548,Residencial,Cali,38,4171.971,706.999
2554.501,Residencial,Rural,322,3139.594,427.544
780.021,Industrial,Bogota,409,1596.082,245.311
1766.12,Residencial,Barranquilla,348,2323.509,341.456
3298.422,Industrial,Rural,425,5375.823,790.578
562.407,Remodelacion,Bogota,188,646.8,147.764
2531.189,Residencial,Barranquilla,23,2520.149,427.158
2055.032,Comercial,Cali,32,2749.277,402.047
3801.617,Industrial,Rural,87,5605.665,761.627
2773.72,Comercial,Cali,68,3610.459,586.646
3589.374,Remodelacion,Bogota,337,4370.318,1059.889
3900.775,Remodelacion,Rural,149,3327.394,760.533
3601.844,Comercial,Barranquilla,137,4803.121,682.28
3279.31,Remodelacion,Bogota,126,3735.87,797.278
1416.799,Remodelacion,Bogota,392,1822.199,391.835
1429.317,Industrial,Rural,391,2280.55,354.931
1853.57,Remodelacion,Rural,264,1651.637,415.259
3425.682,Industrial,Medellin,278,5957.866,884.518
1998.079,Comercial,Bogota,70,2912.867,420.546
3706.905,Industrial,Rural,264,5711.783,869.259
3539.4,Residencial,Bogota,176,4897.03,759.16
1972.562,Residencial,Medellin,138,2451.095,365.925
1728.364,Comercial,Barranquilla,173,2426.811,331.292
757.098,Remodelacion,Barranquilla,359,800.216,173.788
1748.184,Residencial,Medellin,214,2309.668,342.5
2727.275,Remodelacion,Cali,175,2775.946,658.233
2284.562,Industrial,Barranquilla,328,3752.212,549.572
140.205,Residencial,Barranquilla,324,181.232,30.575
2729.537,Industrial,Medellin,275,4818.471,734.379
3214.108,Residencial,Rural,438,4270.64,651.903
1836.108,Residencial,Medellin,421,2611.614,434.536
3636.803,Residencial,Barranquilla,413,5009.351,808.636
2117.01,Industrial,Barranquilla,287,3766.299,489.977
2404.292,Remodelacion,Cali,130,2413.113,503.108
654.052,Residencial,Cali,443,900.667,140.364
176.146,Industrial,Barranquilla,43,247.496,35.021
3789.646,Residencial,Barranquilla,375,5100.447,785.509
1454.185,Remodelacion,Rural,216,1253.746,324.914
3382.844,Residencial,Cali,376,4329.069,651.569
536.268,Residencial,Medellin,442,788.408,118.362
1183.954,Remodelacion,Cali,84,1166.298,232.138
1046.153,Comercial,Medellin,343,1796.006,246.791
1688.013,Remodelacion,Bogota,465,2332.194,526.455
1885.103,Industrial,Bogota,360,3556.802,537.418
303.244,Comercial,Medellin,234,510.325,60.13
2751.982,Residencial,Cali,113,3084.472,522.466
195.813,Residencial,Bogota,348,266.459,44.829
2185.604,Residencial,Cali,422,2890.967,462.968
529.846,Residencial,Medellin,205,651.022,114.636
1477.84,Industrial,Rural,129,1999.652,323.031
3068.005,Remodelacion,Cali,155,2780.345,694.024
511.919,Residencial,Medellin,133,646.76,100.08
3669.332,Remodelacion,Cali,265,3671.59,938.436
2923.668,Residencial,Rural,414,3507.905,595.06
2682.583,Comercial,Cali,226,4270.749,615.661
3426.781,Remodelacion,Bogota,223,4162.271,851.519
74.639,Residencial,Bogota,471,119.401,16.674
608.817,Remodelacion,Medellin,328,688.352,159.844
1755.238,Remodelacion,Medellin,468,2152.86,511.088
2640.158,Remodelacion,Cali,379,3025.519,689.808
154.945,Industrial,Medellin,208,264.445,36.772
2084.66,Comercial,Rural,98,2658.884,407.936
3261.757,Industrial,Cali,368,6201.892,870.545
2155.416,Remodelacion,Barranquilla,422,2243.388,485.93
2348.264,Remodelacion,Medellin,142,2483.094,487.111
3758.468,Residencial,Barranquilla,197,4688.48,638.65
3097.594,Industrial,Cali,69,4470.085,638.481
3588.897,Comercial,Medellin,204,5250.646,818.269
1794.369,Remodelacion,Bogota,471,2249.022,531.119
3766.023,Residencial,Barranquilla,186,4578.218,695.474
3319.689,Comercial,Barranquilla,370,5120.461,710.831
1332.622,Comercial,Barranquilla,182,2069.026,295.144
3921.054,Comercial,Rural,379,6370.793,860.193
2824.699,Residencial,Barranquilla,265,3603.263,585.119
3396.475,Remodelacion,Rural,477,3644.452,860.092
1732.798,Comercial,Rural,467,2647.44,408.344
1328.066,Residencial,Bogota,25,1448.39,262.969
3857.981,Residencial,Rural,119,3659.094,678.153
3148.265,Residencial,Bogota,436,4868.933,765.573
3185.125,Comercial,Cali,388,5638.29,698.373
1275.568,Comercial,Rural,20,1640.601,221.908
298.515,Residencial,Bogota,452,450.941,76.035
2878.3,Industrial,Bogota,472,6265.75,941.747
3891.164,Industrial,Rural,94,5265.25,788.387
2500.009,Industrial,Barranquilla,143,3731.916,641.195
1914.668,Industrial,Medellin,370,3776.311,560.599
3007.296,Remodelacion,Bogota,175,3122.204,818.433
2705.104,Remodelacion,Barranquilla,171,2500.427,648.386
2146.833,Remodelacion,Barranquilla,341,2436.052,492.934
1285.437,Residencial,Bogota,341,1802.618,284.142
3306.023,Remodelacion,Rural,94,2833.764,701.584
2508.207,Remodelacion,Rural,190,2202.663,528.526
2268.161,Industrial,Cali,463,4386.674,621.437
2347.465,Comercial,Medellin,380,4181.157,543.027
1070.792,Remodelacion,Barranquilla,451,1216.839,274.027
2472.966,Residencial,Cali,372,3262.435,497.193
683.622,Industrial,Medellin,375,1353.733,181.229
3893.665,Residencial,Cali,74,4014.213,643.981
3218.396,Comercial,Barranquilla,369,4865.499,658.892
296.344,Residencial,Bogota,232,422.682,65.522
956.14,Industrial,Cali,225,1681.846,223.396
117.845,Remodelacion,Bogota,78,127.452,30.245
3948.539,Remodelacion,Cali,67,3839.223,843.46
3178.408,Residencial,Barranquilla,251,3600.042,557.369
3546.869,Remodelacion,Rural,249,3481.827,751.545
1183.965,Industrial,Barranquilla,335,2108.633,277.486
2899.882,Industrial,Cali,200,4514.535,690.441
327.914,Industrial,Cali,335,617.576,83.273
2022.582,Remodelacion,Medellin,245,2240.643,513.976
229.587,Industrial,Cali,211,388.37,61.39
1012.809,Industrial,Bogota,317,2107.987,269.732
1477.273,Comercial,Medellin,279,2345.906,318.827
691.697,Comercial,Bogota,159,1094.878,154.418
2188.008,Residencial,Bogota,311,3319.726,508.96
992.437,Remodelacion,Bogota,413,1283.95,295.787
1898.131,Comercial,Rural,253,2510.307,377.075
994.996,Comercial,Rural,228,1334.838,191.117
164.652,Remodelacion,Cali,455,187.424,40.66
2854.844,Industrial,Medellin,61,4772.968,654.947
3285.648,Industrial,Cali,184,5331.413,727.288
294.834,Industrial,Barranquilla,231,458.728,66.185
1289.367,Industrial,Medellin,236,2118.303,302.658
2504.88,Residencial,Rural,299,2934.131,416.55
647.613,Comercial,Cali,371,1004.437,159.075
2071.629,Comercial,Cali,299,3365.978,457.656
230.332,Remodelacion,Bogota,387,282.214,67.8
3248.264,Industrial,Rural,254,5211.228,776.577
84.033,Residencial,Barranquilla,155,94.709,16.073
1946.753,Residencial,Bogota,233,2487.64,382.684
2261.276,Comercial,Medellin,374,4144.171,558.794
2565.283,Industrial,Rural,353,4218.491,584.782
3936.621,Remodelacion,Barranquilla,49,3700.6,728.107
907.425,Industrial,Barranquilla,393,1726.58,261.796
859.885,Residencial,Rural,320,943.309,157.678
2088.338,Industrial,Barranquilla,437,3748.897,522.533
1821.46,Residencial,Barranquilla,77,2076.693,341.868
2781.899,Comercial,Rural,252,3779.615,559.882
351.734,Comercial,Cali,473,586.74,85.219
1818.864,Remodelacion,Cali,231,1891.929,439.172
3223.062,Remodelacion,Cali,248,3196.311,802.013
2009.131,Residencial,Cali,303,2587.915,422.512
1619.235,Residencial,Barranquilla,360,1949.596,324.683
373.952,Industrial,Rural,143,554.523,84.783
273.547,Industrial,Medellin,75,432.811,64.938
2169.915,Remodelacion,Cali,434,2440.867,599.195
1368.653,Residencial,Bogota,471,1938.039,311.576
266.39,Comercial,Rural,322,394.52,50.272
3154.522,Industrial,Barranquilla,58,4596.452,752.548
3272.335,Industrial,Cali,424,6145.137,935.984
2005.03,Comercial,Barranquilla,65,2494.18,388.328
1146.764,Comercial,Barranquilla,427,1878.931,285.671
1551.298,Residencial,Barranquilla,331,1865.473,284.536
3611.595,Comercial,Rural,107,4493.696,684.21
3429.487,Comercial,Barranquilla,303,4965.543,782.081
1910.724,Comercial,Barranquilla,207,2789.657,401.94
2472.888,Remodelacion,Medellin,103,2389.014,506.783
1523.936,Remodelacion,Medellin,345,1799.975,370.24
699.58,Residencial,Medellin,160,906.111,121.955
2933.813,Comercial,Bogota,420,5256.091,775.711
52.588,Industrial,Cali,475,101.125,16.227
689.07,Remodelacion,Barranquilla,48,574.533,133.621
2896.098,Industrial,Bogota,413,6342.533,868.491
1796.461,Residencial,Barranquilla,179,2049.724,358.945
1850.397,Residencial,Cali,353,2477.335,355.283
2363.323,Industrial,Barranquilla,371,4049.081,650.459
2712.041,Comercial,Cali,184,4016.798,584.992
2617.539,Residencial,Bogota,55,3170.01,479.692
64.848,Remodelacion,Cali,300,68.783,14.278
3485.179,Industrial,Medellin,235,6185.139,861.392
1883.023,Comercial,Medellin,222,2933.422,396.933
2138.11,Remodelacion,Cali,164,2003.424,469.258
3787.688,Residencial,Barranquilla,32,4075.928,618.249
3465.979,Comercial,Cali,123,5071.495,732.546
2760.008,Remodelacion,Medellin,307,3283.93,692.193
2006.637,Residencial,Rural,131,2215.236,307.269
1723.098,Residencial,Barranquilla,370,2238.916,358.528
2869.794,Industrial,Barranquilla,48,4349.761,614.293
1978.138,Remodelacion,Rural,421,2112.236,428.179
2650.511,Residencial,Barranquilla,250,3315.163,505.38
3989.451,Remodelacion,Bogota,29,4182.173,993.941
2311.443,Industrial,Bogota,250,4456.913,644.275
2862.353,Residencial,Rural,461,3619.837,511.892
447.43,Industrial,Medellin,470,850.761,119.488
2258.593,Industrial,Barranquilla,343,4068.326,605.449
1535.342,Remodelacion,Cali,80,1495.702,334.95
2261.58,Industrial,Rural,351,3755.051,601.095
604.579,Remodelacion,Medellin,238,613.91,145.617
1299.322,Industrial,Barranquilla,342,2270.411,312.888
770.019,Residencial,Barranquilla,26,794.893,121.3
1510.548,Remodelacion,Bogota,271,1656.09,408.045
140.509,Industrial,Medellin,107,224.967,36.215
614.604,Comercial,Bogota,182,1052.09,130.174
3239.799,Residencial,Cali,66,3462.939,611.542
3667.372,Industrial,Cali,172,6424.238,932.605
3483.348,Industrial,Medellin,335,6369.85,978.582
3354.485,Industrial,Rural,280,5309.713,799.385
684.656,Residencial,Medellin,442,981.448,137.648
3967.336,Remodelacion,Bogota,307,4505.383,1028.526
2909.143,Comercial,Cali,130,4219.007,576.109
616.969,Industrial,Barranquilla,291,1033.77,167.288
2338.14,Comercial,Bogota,258,3990.808,526.455
1145.778,Residencial,Barranquilla,428,1632.662,227.701
2339.243,Remodelacion,Bogota,256,2634.918,558.94
2284.164,Residencial,Medellin,415,3433.844,459.651
553.998,Industrial,Rural,213,838.009,131.743
3776.152,Industrial,Rural,227,5684.759,791.476
3924.323,Comercial,Medellin,453,6839.116,1056.004
2958.868,Remodelacion,Medellin,125,3033.822,686.836
1318.926,Industrial,Medellin,258,2181.127,318.398
2045.794,Industrial,Cali,459,3884.33,623.19
1110.559,Remodelacion,Rural,426,1252.952,251.904
1821.309,Residencial,Barranquilla,32,1910.573,329.346
3203.084,Industrial,Rural,194,4557.201,663.674
2983.579,Remodelacion,Rural,174,2533.516,645.329
1600.827,Comercial,Cali,355,2794.135,370.09
2391.174,Residencial,Bogota,202,3232.536,499.555
594.695,Remodelacion,Rural,467,669.031,142.298
3887.673,Comercial,Bogota,246,6802.367,898.732
748.494,Residencial,Cali,192,844.302,140.684
3919.817,Remodelacion,Barranquilla,35,3477.706,797.399
3246.613,Industrial,Bogota,40,5319.179,807.027
3130.509,Comercial,Rural,209,4093.746,570.736
959.815,Remodelacion,Bogota,208,1054.13,256.643
2772.169,Remodelacion,Barranquilla,91,2579.519,617.337
102.331,Residencial,Rural,295,116.14,19.491
2892.596,Residencial,Medellin,190,3356.103,515.372
1394.051,Remodelacion,Rural,291,1405.596,292.678
1787.888,Remodelacion,Rural,171,1527.393,360.634
1483.69,Industrial,Cali,463,2802.867,425.073
3277.073,Industrial,Bogota,189,5535.506,835.751
2784.698,Residencial,Rural,121,2962.305,426.643
3628.342,Remodelacion,Barranquilla,49,3030.603,731.803
3750.878,Residencial,Bogota,197,5088.638,827.805
3714.044,Industrial,Bogota,192,6508.87,1076.094
680.986,Remodelacion,Barranquilla,377,755.68,166.712
3537.902,Remodelacion,Rural,317,3725.7,785.674
1358.367,Residencial,Bogota,368,1948.592,296.84
3325.892,Comercial,Cali,82,4231.05,614.293
1599.099,Comercial,Rural,200,2149.821,294.41
586.135,Comercial,Rural,83,685.024,113.406
1496.262,Residencial,Medellin,66,1605.748,250.327
2162.318,Comercial,Medellin,325,3338.475,498.767
2831.529,Residencial,Medellin,386,3929.316,666.408
1406.492,Residencial,Barranquilla,259,1667.945,249.055
2283.061,Comercial,Cali,277,3560.104,503.141
2328.749,Residencial,Bogota,84,2788.163,437.519
3874.514,Industrial,Bogota,207,7273.659,1108.676
185.874,Industrial,Medellin,226,336.203,45.964
338.059,Comercial,Barranquilla,28,460.122,56.626
859.287,Remodelacion,Barranquilla,108,806.965,188.661
2262.05,Remodelacion,Barranquilla,308,2233.849,571.649
1326.867,Industrial,Barranquilla,466,2658.143,390.286
3252.828,Remodelacion,Cali,475,3840.058,876.197
2960.954,Residencial,Rural,140,3085.971,462.033
3223.155,Industrial,Cali,82,5310.979,747.645
2200.253,Remodelacion,Bogota,217,2621.725,571.414
3830.166,Comercial,Barranquilla,262,5448.248,747.616
1971.988,Residencial,Cali,459,2595.455,456.486
2417.619,Residencial,Medellin,64,2710.032,432.438
3552.491,Comercial,Cali,302,5904.941,785.001
1814.111,Residencial,Barranquilla,131,1998.884,294.933
2509.066,Comercial,Bogota,390,4266.792,583.287
57.133,Residencial,Rural,333,70.124,10.339
2621.935,Remodelacion,Medellin,274,2894.189,671.11
724.202,Comercial,Medellin,376,1248.728,173.315
546.166,Comercial,Cali,75,697.609,115.096
1969.989,Residencial,Barranquilla,232,2279.569,396.328
3053.693,Remodelacion,Bogota,155,3098.424,709.509
1714.32,Residencial,Cali,73,2014.584,330.561
714.322,Remodelacion,Barranquilla,443,758.939,197.481
2920.587,Remodelacion,Rural,270,2893.023,653.215
1954.836,Remodelacion,Bogota,47,1878.061,452.089
2787.747,Residencial,Cali,263,3604.382,572.187
2131.153,Remodelacion,Medellin,57,1987.858,448.069
112.261,Residencial,Medellin,301,157.901,21.811
1142.148,Industrial,Bogota,345,2378.092,334.455
3944.665,Residencial,Bogota,247,5602.043,797.144
473.259,Comercial,Bogota,20,681.435,103.529
1860.631,Industrial,Bogota,440,3868.662,537.395
2475.067,Industrial,Cali,250,4264.895,646.386
1263.987,Remodelacion,Rural,456,1413.914,306.633
1414.5,Remodelacion,Cali,34,1289.501,296.383
2505.776,Residencial,Bogota,90,3297.709,540.911
1320.361,Residencial,Cali,299,1573.424,253.324
342.342,Comercial,Bogota,475,616.169,83.249
3951.301,Comercial,Barranquilla,228,5563.054,891.071
1108.018,Residencial,Cali,198,1347.37,206.828
1292.275,Comercial,Bogota,263,2132.828,299.053
514.844,Comercial,Barranquilla,253,735.113,108.342
330.463,Industrial,Barranquilla,309,610.365,83.103
1813.769,Comercial,Rural,188,2264.637,312.434
3546.375,Residencial,Rural,79,3776.789,607.847
1644.474,Remodelacion,Medellin,90,1552.931,380.616
853.59,Industrial,Bogota,396,1866.932,263.975
1666.305,Comercial,Medellin,104,2369.435,340.118
893.761,Industrial,Medellin,96,1545.417,206.453
2190.153,Remodelacion,Medellin,39,2114.148,435.142
2052.338,Remodelacion,Cali,418,2205.862,494.976
589.541,Remodelacion,Cali,479,690.765,149.004
1389.713,Industrial,Cali,140,2388.107,334.886
3019.039,Industrial,Barranquilla,188,5213.609,686.187
2101.057,Residencial,Rural,53,2108.173,323.321
1367.902,Residencial,Rural,458,1672.266,290.423
232.94,Industrial,Medellin,49,337.888,54.12
320.539,Residencial,Medellin,463,484.642,69.358
3222.167,Comercial,Rural,398,4748.213,739.471
1334.179,Residencial,Bogota,176,1684.574,295.557
999.468,Residencial,Medellin,52,1148.797,171.725
1700.634,Comercial,Medellin,301,2661.137,381.225
770.013,Industrial,Barranquilla,174,1195.453,190.372
116.863,Industrial,Cali,336,203.199,29.849
1411.607,Industrial,Rural,462,2547.358,338.807
3206.67,Industrial,Bogota,257,6424.865,985.56
619.213,Residencial,Cali,462,862.557,132.396
3959.708,Residencial,Bogota,288,5610.619,886.433
1152.98,Remodelacion,Rural,195,1030.091,252.354
1815.501,Industrial,Barranquilla,471,3588.183,468.091
1548.185,Comercial,Barranquilla,89,2204.449,297.029
877.663,Industrial,Rural,334,1373.579,202.971
601.913,Residencial,Bogota,469,953.494,132.396
1068.309,Remodelacion,Rural,146,980.185,220.825
1296.111,Comercial,Medellin,208,1870.247,268.359
743.985,Residencial,Medellin,205,933.029,134.525
2713.107,Remodelacion,Medellin,280,2926.648,730.445
2949.475,Industrial,Rural,276,4499.34,657.638
3113.851,Comercial,Rural,351,4787.704,700.123
1114.934,Residencial,Barranquilla,78,1264.764,189
481.649,Remodelacion,Barranquilla,295,505.92,102.089
83.268,Industrial,Cali,445,154.688,24.927
2808.188,Industrial,Medellin,438,5609.603,743.552
3322.553,Remodelacion,Bogota,79,3504.206,793.608
1666.33,Comercial,Cali,167,2281.73,338.844
1266.055,Industrial,Bogota,472,2705.179,401.296
1474.354,Residencial,Bogota,380,2171.366,339.04
3140.192,Remodelacion,Bogota,477,3799.417,822.49
2270.055,Comercial,Cali,339,3547.808,465.35
879.503,Remodelacion,Bogota,24,830.759,181.375
2315.013,Industrial,Barranquilla,22,3419.626,529.631
3435.061,Industrial,Medellin,400,6728.325,955.428
3948.819,Residencial,Medellin,333,5148.938,879.928
1708.615,Comercial,Cali,213,2664.635,377.609
3626.835,Industrial,Medellin,447,7549.275,1046.141
1612.22,Comercial,Rural,42,1879.85,299.864
3570.908,Remodelacion,Medellin,212,3555.228,814.854
3143.808,Industrial,Rural,95,4613.232,632.982
3438.56,Industrial,Barranquilla,198,5683.627,873.805
2437.301,Residencial,Rural,405,2793.536,515.69
2039.91,Remodelacion,Rural,375,2064.829,435.582
1840.662,Remodelacion,Rural,185,1760.803,383.845
2201.838,Residencial,Medellin,81,2570.618,365.749
3821.283,Industrial,Rural,477,6346.987,938.273
3333.464,Residencial,Barranquilla,101,3612.734,532.955
3688.161,Residencial,Barranquilla,128,4376.615,619.382
1473.001,Residencial,Medellin,305,2002.071,322.788
1681.161,Comercial,Barranquilla,52,2344.296,320.661
1980.545,Comercial,Cali,439,3589.192,453.145
395.146,Industrial,Rural,343,700.355,94.239
1737.903,Comercial,Cali,380,2844.585,416.388
3552.61,Comercial,Bogota,52,5526.119,770.117
2865.086,Comercial,Bogota,83,4418.508,626.348
2014.132,Remodelacion,Bogota,103,2176.833,524.081
2162.124,Residencial,Bogota,168,2626.982,435.823
1437.929,Industrial,Bogota,428,2873.272,434.152
1132.941,Industrial,Bogota,22,1758.837,279.83
1983.766,Comercial,Barranquilla,430,3146.601,460.679
1317.063,Remodelacion,Rural,149,1120.836,248.53
1022.122,Residencial,Cali,259,1208.777,196.944
2273.363,Industrial,Bogota,337,4698.604,613.315
2224.264,Remodelacion,Bogota,297,2787.791,641.228
2078.443,Comercial,Cali,313,3406.433,438.165
1106.282,Industrial,Rural,306,1649.52,246.989
1902.048,Residencial,Cali,431,2644.88,441.626
3363.627,Remodelacion,Medellin,309,3733.742,861.009
1489.134,Remodelacion,Barranquilla,291,1519.711,339.479
1638.055,Industrial,Bogota,471,3674.757,533.524
2416.1,Industrial,Cali,169,3785.751,596.54
2490.116,Remodelacion,Cali,466,2802.41,667.013
